code_ies,name_ies,initials,county,state,academic_organization,category,url
5016,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO FERNANDO MOTA (FAETERJ-Rio),FAETERJ-Rio,Rio de Janeiro,RJ,Faculdade,Publica,http://www.faeterj-rio.edu.br/
1081,FACULDADE DE ENGENHARIA DE RESENDE (FER),FER,Resende,RJ,Faculdade,Privada,www.aedb.br
474,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO (FFCLDB),FFCLDB,Resende,RJ,Faculdade,Privada,www.aedb.br
192,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES (FFCLSM),FFCLSM,Rio de Janeiro,RJ,Faculdade,Privada,www.souzamarques.br
506,FACULDADE DE MEDICINA DE CAMPOS (FMC),FMC,Campos dos Goytacazes,RJ,Faculdade,Privada,www.fmc.br
475,FACULDADE DE MEDICINA DE PETRÓPOLIS (FMP),FMP,Petrópolis,RJ,Faculdade,Privada,www.unifase-rj.edu.br
23820,FACULDADE DESCOMPLICA,-,Rio de Janeiro,RJ,Faculdade,Privada,www.descomplica.com.br
3332,FACULDADE DE TECNOLOGIA SENAC RIO (FATEC),FATEC,Rio de Janeiro,RJ,Faculdade,Privada,https://www.rj.senac.br/faculdade-senac/
22950,Faculdade do Estado do Rio de Janeiro (FAERJ),FAERJ,Campos dos Goytacazes,RJ,Faculdade,Privada,www.faerj.net.br
202,FACULDADE DO RIO DE JANEIRO,-,Rio de Janeiro,RJ,Faculdade,Privada,www.suesc.com.br
3525,"FACULDADE EVANGÉLICA DE TECNOLOGIA, CIÊNCIAS E BIOTECNOLOGIA DA CGADB (FAECAD)",FAECAD,Rio de Janeiro,RJ,Faculdade,Privada,www.faecad.com.br
909,Faculdade Fernanda Bicchieri,-,Belford Roxo,RJ,Faculdade,Privada,www.fabel.edu.br
21885,FACULDADE IBAM,-,Rio de Janeiro,RJ,Faculdade,Privada,WWW.IBAM.ORG.BR
20682,Faculdade IDOR de Ciências Médicas (Faculdade IDOR),Faculdade IDOR,Rio de Janeiro,RJ,Faculdade,Privada,www.idor.org
25788,Faculdade Leonardo da Vinci de São Gonçalo,-,São Gonçalo,RJ,Faculdade,Privada,portal.uniasselvi.com.br
1488,FACULDADE LUSÓFONA DO RIO DE JANEIRO (FL-RJ),FL-RJ,São Gonçalo,RJ,Faculdade,Privada,www.faculdadelusofona.com.br
1701,FACULDADE MACHADO DE ASSIS (FAMA),FAMA,Rio de Janeiro,RJ,Faculdade,Privada,www.famanet.br
640,Faculdade Maria Thereza (FAMATH),FAMATH,Niterói,RJ,Faculdade,Privada,www.famath.com.br
21895,FACULDADE MAURÍCIO DE NASSAU DE CAMPOS DOS GOYTACAZES (FMN GOYTACAZES),FMN GOYTACAZES,Campos dos Goytacazes,RJ,Faculdade,Privada,www.mauriciodenassau.edu.br
21370,FACULDADE MAURÍCIO DE NASSAU DE DUQUE DE CAXIAS (FMN CAXIAS),FMN CAXIAS,Duque de Caxias,RJ,Faculdade,Privada,www.mauriciodenassau.edu.br
19850,FACULDADE MAURÍCIO DE NASSAU DE NITERÓI (FMN NITERÓI),FMN NITERÓI,Niterói,RJ,Faculdade,Privada,www.mauriciodenassau.edu.br
21904,FACULDADE MAURÍCIO DE NASSAU DE VOLTA REDONDA (FMN VOLTA REDON),FMN VOLTA REDON,Volta Redonda,RJ,Faculdade,Privada,www.mauriciodenassau.edu.br
764,FACULDADE PINHEIRO GUIMARÃES (FAPG),FAPG,Rio de Janeiro,RJ,Faculdade,Privada,www.faculdadepinheiroguimaraes.edu.br
195,FACULDADE PRESBITERIANA MACKENZIE RIO,-,Rio de Janeiro,RJ,Faculdade,Privada,www.mackenie.br/faculdades/rio/
4428,FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS (FEMASS),FEMASS,Macaé,RJ,Faculdade,Publica,www.femass.edu.br
14342,FACULDADE REDENTOR DE CAMPOS (FACREDENTOR),FACREDENTOR,Campos dos Goytacazes,RJ,Faculdade,Privada,www.redentor.edu.br
17933,FACULDADE REDENTOR DE PARAÍBA DO SUL (FACREDENTOR),FACREDENTOR,Paraíba do Sul,RJ,Faculdade,Privada,www.redentor.edu.br
2616,FACULDADE SANTO ANTÔNIO DE PÁDUA (FASAP),FASAP,Santo Antônio de Pádua,RJ,Faculdade,Privada,www.fasap.edu.br
2617,FACULDADE SÃO BENTO DO RIO DE JANEIRO (FSB/RJ),FSB/RJ,Rio de Janeiro,RJ,Faculdade,Privada,www.faculdadesaobento.org.br
1904,FACULDADE SÃO CAMILO (FASC),FASC,Rio de Janeiro,RJ,Faculdade,Privada,www.saocamilo-rj.br
220,FACULDADE SÃO JUDAS TADEU (FSJT),FSJT,Rio de Janeiro,RJ,Faculdade,Privada,www.sjt.com.br
991,FACULDADE SENAI-CETIQT (SENAI-CETIQT),SENAI-CETIQT,Rio de Janeiro,RJ,Faculdade,Privada,www.cetiqt.senai.br
16967,FACULDADE SENAI RIO,-,Rio de Janeiro,RJ,Faculdade,Privada,www.faculdadesenairio.edu.br
4502,FACULDADES INTEGRADAS CAMPO-GRANDENSES (FIC),FIC,Rio de Janeiro,RJ,Faculdade,Privada,www.feuc.br
667,FACULDADES INTEGRADAS DE JACAREPAGUÁ (FIJ),FIJ,Rio de Janeiro,RJ,Faculdade,Privada,www.fij.br
279,FACULDADES INTEGRADAS HÉLIO ALONSO (FACHA),FACHA,Rio de Janeiro,RJ,Faculdade,Privada,www.facha.edu.br
278,FACULDADES INTEGRADAS SIMONSEN (FIS),FIS,Rio de Janeiro,RJ,Faculdade,Privada,www.simonsen.br
18319,FACULDADES INTEGRADAS VITAL BRAZIL (FVB),FVB,Rio de Janeiro,RJ,Faculdade,Privada,http://www.fvb.edu.br
677,Faculdades Reunidas da ASCE (FRASCE),FRASCE,Rio de Janeiro,RJ,Faculdade,Privada,www.frasce.edu.br
1564,FACULDADE SUL FLUMINENSE (FASF),FASF,Volta Redonda,RJ,Faculdade,Privada,www.fasfsul.com.br
10836,FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda. (FAC-UNILAGOS),FAC-UNILAGOS,Araruama,RJ,Faculdade,Privada,www.faculdadeunilagos.edu.br
3876,Faculdade Unyleya,-,Rio de Janeiro,RJ,Faculdade,Privada,http://www.unyleya.edu.br
18048,Faculdade Vértix Trirriense (FVT),FVT,Três Rios,RJ,Faculdade,Privada,www.univertix.net
24463,Faculdade Vitória em Cristo (FVC),FVC,Rio de Janeiro,RJ,Faculdade,Privada,www.faculdadevitoriaemcristo.com.br
20342,Fundação Oswaldo Cruz (Fiocruz),Fiocruz,Rio de Janeiro,RJ,Escola de Governo,Publica,www.fiocruz.br
3163,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO (IFRJ)",IFRJ,Rio de Janeiro,RJ,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.ifrj.edu.br
1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE (IF Fluminense)",IF Fluminense,Campos dos Goytacazes,RJ,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.iff.edu.br
3998,INSTITUTO INFNET RIO DE JANEIRO (INFNET),INFNET,Rio de Janeiro,RJ,Faculdade,Privada,http://www.infnet.edu.br
633,INSTITUTO MILITAR DE ENGENHARIA (IME),IME,Rio de Janeiro,RJ,Faculdade,Publica,www.ime.eb.br
4016,INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS (INES),INES,Rio de Janeiro,RJ,Faculdade,Publica,www.ines.gov.br
22449,INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE CARLOS CHAGAS (IPGMCC),IPGMCC,Rio de Janeiro,RJ,Faculdade,Privada,carloschagas.org.br
2154,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA (ISAT),ISAT,São Gonçalo,RJ,Faculdade,Privada,www.isat.edu.br
5019,INSTITUTO SUPERIOR DE EDUCAÇÃO DA ZONA OESTE (ISE ZONA OESTE),ISE ZONA OESTE,Rio de Janeiro,RJ,Faculdade,Publica,www.faetec.rj.gov.br
1962,INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA (ISECENSA),ISECENSA,Campos dos Goytacazes,RJ,Faculdade,Privada,www.isecensa.edu.br
3682,INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA (ISEMI),ISEMI,Itaperuna,RJ,Faculdade,Publica,www.funita.edu.br
1357,INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO (ISERJ),ISERJ,Rio de Janeiro,RJ,Faculdade,Publica,www.iserj.net
5018,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT (ISEPAM),ISEPAM,Campos dos Goytacazes,RJ,Faculdade,Publica,http://www.faetec.rj.gov.br/desup
2091,INSTITUTO SUPERIOR DE EDUCAÇÃO PRÓ-SABER (ISEPS),ISEPS,Rio de Janeiro,RJ,Faculdade,Privada,www.prosaber.org.br
5015,INSTITUTO SUPERIOR DE TECNOLOGIA EM HORTICULTURA (ISTHORTICULTURA),ISTHORTICULTURA,Campos dos Goytacazes,RJ,Faculdade,Publica,www.faetec.rj.gov.br
12410,INSTITUTO SUPERIOR DO MINISTERIO PUBLICO (ISMP),ISMP,Rio de Janeiro,RJ,Faculdade,Privada,www.amperj.org
1961,INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA (ITCSAS/CENSA),ITCSAS/CENSA,Campos dos Goytacazes,RJ,Faculdade,Privada,www.isecensa.edu.br
2468,INSTITUTO TEOLÓGICO FRANCISCANO (ITF),ITF,Petrópolis,RJ,Faculdade,Privada,http://www.itf.edu.br/
528,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO (PUC-RIO),PUC-RIO,Rio de Janeiro,RJ,Universidade,Privada,www.puc-rio.br
13811,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,-,Rio de Janeiro,RJ,Faculdade,Privada,www.trevisan.edu.br
1153,UNIVERSIDADE CÂNDIDO MENDES (UCAM),UCAM,Rio de Janeiro,RJ,Universidade,Privada,http://www.ucam.edu.br
176,UNIVERSIDADE CASTELO BRANCO (UCB),UCB,Rio de Janeiro,RJ,Universidade,Privada,www.castelobranco.br
15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS (UCP),UCP,Petrópolis,RJ,Universidade,Privada,www.ucp.br
140,UNIVERSIDADE DE VASSOURAS,-,Vassouras,RJ,Universidade,Privada,http://www.universidadedevassouras.edu.br
547,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ),UERJ,Rio de Janeiro,RJ,Universidade,Publica,www.uerj.br
472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY (UNIGRANRIO),UNIGRANRIO,Duque de Caxias,RJ,Universidade,Privada,www.unigranrio.br
163,UNIVERSIDADE ESTÁCIO DE SÁ (UNESA),UNESA,Rio de Janeiro,RJ,Universidade,Privada,www.estacio.br
1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO (UENF),UENF,Campos dos Goytacazes,RJ,Universidade,Publica,www.uenf.br
693,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO (UNIRIO),UNIRIO,Rio de Janeiro,RJ,Universidade,Publica,www.unirio.br
586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO (UFRJ),UFRJ,Rio de Janeiro,RJ,Universidade,Publica,www.ufrj.br
572,UNIVERSIDADE FEDERAL FLUMINENSE (UFF),UFF,Niterói,RJ,Universidade,Publica,www.uff.br
330,UNIVERSIDADE IGUAÇU (UNIG),UNIG,Nova Iguaçu,RJ,Universidade,Privada,www.unig.br
663,UNIVERSIDADE SALGADO DE OLIVEIRA (UNIVERSO),UNIVERSO,São Gonçalo,RJ,Universidade,Privada,www.universo.edu.br
240,UNIVERSIDADE SANTA ÚRSULA (USU),USU,Rio de Janeiro,RJ,Universidade,Privada,www.usu.br
165,UNIVERSIDADE VEIGA DE ALMEIDA (UVA),UVA,Rio de Janeiro,RJ,Universidade,Privada,www.uva.br
1264,CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE (UNI-RN),UNI-RN,Natal,RN,Centro Universitário,Privada,http://www.unirn.edu.br
724,Centro Universitário FACEX (UNIFACEX),UNIFACEX,Natal,RN,Centro Universitário,Privada,www.unifacex.com.br
3853,Centro Universitário Maurício de Nassau de Natal (UNINASSAU),UNINASSAU,Natal,RN,Centro Universitário,Privada,www.mauriciodenassau.edu.br
4566,ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE (ESTÁCIO FATERN),ESTÁCIO FATERN,Natal,RN,Faculdade,Privada,www.estacio.br
4847,FACULDADE CATÓLICA DO RIO GRANDE DO NORTE,-,Mossoró,RN,Faculdade,Privada,www.catolicadorn.com.br
3644,FACULDADE CATÓLICA SANTA TERESINHA (FCST),FCST,Caicó,RN,Faculdade,Privada,www.fcst.edu.br
1866,Faculdade de Ciências Educacionais e Empresariais de Natal (FACEN),FACEN,Natal,RN,Faculdade,Privada,www.facen.com.br
4431,FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN (FACENE/RN),FACENE/RN,Mossoró,RN,Faculdade,Privada,www.facenemossoro.com.br
